"year","duration","track"
"1990","3.66","Real Love"
"1990","4.52","Got Me Waiting"
"1990","4.22","Macarena Christmas"
"1990","3.42","Selling The Drama"
"1990","4.97","See The Lights"
"1990","4.95","You"
"1990","4.56","The Day The World Went Away"
"1990","4.86","Everything's Gonna Be Alright"
"1990","3.5","Liquid Swords"
"1990","4.41","Run To You"
"1990","6.72","Funk Boutique"
"1990","4.18","Cat's In The Cradle"
"1990","4.77","I Can Do That"
"1990","4.65","My Kinda Girl"
"1990","3.94","Expression"
"1990","4.9","I Know Where It's At"
"1990","5.38","The Heart Of The Matter"
"1990","4.42","Does Anybody Really Fall In Love Anymore?"
"1990","5.02","Cry For You"
"1990","4.29","Piece Of My Heart"
"1990","4.45","Hungah"
"1990","5.07","Back To The Hotel"
"1990","5.7","Giving You The Benefit"
"1990","4.87","Counting Blue Cars"
"1990","4.72","Someone To Hold"
"1990","4.54","Fly To the Angels"
"1990","4.13","Emotions"
"1990","3.24","Come And Get Your Love"
"1990","4.11","Just Like You"
"1990","4.85","Knock-N-Boots"
"1990","5.03","Deadly Zone"
"1990","4.45","World In My Eyes"
"1990","6.51","In The Closet"
"1990","4.81","Walk Through Fire"
"1990","4.3","Cowboy"
"1990","4.41","Gotta Man"
"1990","4.3","I'm Not Ready"
"1990","4.12","Can't Stop Lovin' You"
"1990","4.43","Wonder"
"1990","4.24","Everything You Do (You're Sexing Me)"
"1990","4.11","Waiting For Tonight"
"1990","3.62","The Chemicals Between Us"
"1990","4.57","Picture Postcards From L.A."
"1990","3.64","Here & Now"
"1990","6.06","Take A Picture"
"1990","4.77","Only My Heart Talkin'"
"1990","4.02","""How Do I Live (From """"Con Air"""")"""
"1990","6.18","Still Got The Blues"
"1990","3.59","Cruel Summer"
"1990","4.14","What Will I Do"
"1990","3.56","Smile"
"1990","4.74","Tell Me What You Dream"
"1990","5.11","I'll Never Let You Go"
"1990","5.19","Slow And Easy"
"1990","4.6","Melt In Your Mouth"
"1990","5.41","Six Feet Deep"
"1990","3.46","Beautiful Girl"
"1990","3.06","Something Like That"
"1990","4.41","Nobody"
"1990","4.26","Everything"
"1990","4.69","We Can't Be Friends"
"1990","4.58","Kiss This Thing Goodbye"
"1990","4.01","360 Degrees (What Goes Around)"
"1990","5.28","5-4-3-2 (Yo! Time Is Up)"
"1990","5.34","Let The Beat Hit 'Em"
"1990","4.41","Will You Marry Me?"
"1990","4.12","Missing"
"1990","2.75","Into Your Arms"
"1990","4.29","Can't We Try"
"1990","5.32","When Love Cries"
"1990","5.21","Wind Of Change"
"1990","5.41","What's It Gonna Be?!"
"1990","4.31","Teddy Bear"
"1990","4.53","Don't Be Afraid"
"1990","3.75","Personal Jesus"
"1990","3.95","Da' Dip"
"1990","3.56","Cannonball"
"1990","3.63","You Were Mine"
"1990","6.12","The Mummers' Dance"
"1990","4.52","Music Makes Me High"
"1990","4.53","Where Do You Go"
"1990","3.48","Move Any Mountain"
"1990","3.57","Friday I'm In Love"
"1990","4.99","I'm Your Baby Tonight"
"1990","4.64","Sometimes (It's A Bitch)"
"1990","3.77","Moneytalks"
"1990","4.27","I Apologize"
"1990","3.52","All 4 Love"
"1990","4.01","Blind Man"
"1990","3.54","It Must Be Love"
"1990","5.13","Mr. Ice Cream Man"
"1990","3.74","She's So High"
"1990","4.35","Because Of Love"
"1990","4.08","(She's Got) Skillz"
"1990","4.25","The Secret Of Life"
"1990","4.65","Jimmy Olsen's Blues"
"1990","4.07","Power Windows"
"1990","3.09","Keepin' Up"
"1990","4.36","Hit Me Off"
"1990","4.27","Ooh La La"
"1990","4.41","Dance Into The Light"
"1990","3.26","Stranger In My Mirror"
"1990","3.85","I Like To Move It"
"1990","4.55","John Deere Green"
"1990","4.86","Something Happened On The Way To Heaven"
"1990","4.4","Alright"
"1990","3.7","She Don't Use Jelly"
"1990","3.6","She Ain't Worth It"
"1990","4.27","Juicy/Unbelievable"
"1990","5.32","Jessie"
"1990","5.04","Players Holiday"
"1990","4.46","Black Coffee"
"1990","3.68","Round & Round"
"1990","3.53","I'm Free"
"1990","3.15","Good Times With Bad Boys"
"1990","4.27","Shook Ones Part II"
"1990","4.36","Mental Picture"
"1990","3.86","Without Your Love"
"1990","4.85","No Sunshine"
"1990","5.59","I Can Make It Better"
"1990","5.1","I Should Be Laughing"
"1990","3.55","None Of Your Business"
"1990","3.54","So Much In Love"
"1990","3.59","Not About Romance"
"1990","4.04","Get Lifted"
"1990","4.31","Don't Take It Personal (Just One Of Dem Days)"
"1990","5.74","Chains Around My Heart"
"1990","3.72","Stand By Me"
"1990","3.63","You Light Up My Life"
"1990","4.67","Everybody Be Somebody"
"1990","4.19","Jus Lyke Compton"
"1990","3.68","Shut Up And Kiss Me"
"1990","3.15","If I Ever Fall In Love"
"1990","6.44","Alright"
"1990","4.66","I Wonder If Heaven Got A Ghetto"
"1990","4.06","A Whole New World (Aladdin's Theme)"
"1990","4.28","Flow Joe"
"1990","4.3","Anything But Down"
"1990","3.77","Award Tour"
"1990","4.66","My Best Friend"
"1990","5.47","King Nothing"
"1990","4.11","Each And Every Time"
"1990","4.3","Touch Me"
"1990","4.47","Just Another Day"
"1990","3.51","A Night To Remember"
"1990","4.28","""The Earth, The Sun, The Rain"""
"1990","6.06","Do It To Me"
"1990","3.68","Doin' The Do"
"1990","4.56","How Do You Like It?"
"1990","4.15","Restless Heart"
"1990","3.1","Third Rock From The Sun"
"1990","4.55","Zunga Zeng"
"1990","3.46","My Maria"
"1990","3.7","""I Finally Found Someone (From """"The Mirror Has Two Faces"""")"""
"1990","3.7","Lady"
"1990","4.2","U.N.I.T.Y."
"1990","6.65","No Son Of Mine"
"1990","6.85","Conviction Of The Heart"
"1990","3.93","Come Over To My Place"
"1990","3.74","Survival Of The Fittest"
"1990","3.75","Don't Say You Love Me"
"1990","3.73","I'm Not In Love"
"1990","3.65","Hole Hearted"
"1990","3.81","Crossover"
"1990","5.39","Love Song"
"1990","5.55","Crazy"
"1990","5.51","Night And Day"
"1990","4.32","Set U Free"
"1990","3.94","Hey Jealousy"
"1990","4.13","Still Waters (Run Deep)"
"1990","4.39","Love. . .Thy Will Be Done"
"1990","4.31","Nika"
"1990","4.53","We Got It"
"1990","3.17","Vivrant Thing"
"1990","4.74","Father"
"1990","3.53","Get Over It"
"1990","3.23","The Rest Of Mine"
"1990","4.76","Gotham City"
"1990","4.7","Blowing Kisses In The Wind"
"1990","3.68","Smokin' Me Out"
"1990","4.8","Anything I Want"
"1990","5.1","How I'm Comin'"
"1990","4.57","24/7"
"1990","4.44","Jackie's Strength"
"1990","4.05","Nothin' My Love Can't Fix"
"1990","4.88","Rush Rush"
"1990","3.52","This & That"
"1990","4.6","Too Much Passion"
"1990","4.44","I'll Be"
"1990","3.77","Life In Mono"
"1990","5.44","This Time Make It Funky"
"1990","3.49","Vision Of Love"
"1990","4.32","You Got Me"
"1990","4.01","A Better Love"
"1990","6.07","Keeper Of The Flame"
"1990","4.78","If U Stay Ready"
"1990","4","Still Po' Pimpin'"
"1990","3.73","The Boomin' System"
"1990","5.63","If You (Lovin' Me)"
"1990","3.67","Take Your Time (Do It Right)"
"1990","5.34","In Harm's Way"
"1990","3.7","Nothing 'Bout Me"
"1990","3.67","I'll Be Your Everything"
"1990","3.8","Every Road Leads Back To You"
"1990","4.52","The Ways Of The Wind"
"1990","5.18","All I Wanna Do Is Make Love To You"
"1990","3.99","Sittin' On Top Of The World"
"1990","3.32","Nightgown"
"1990","3.91","Awake"
"1990","4.18","Not The Only One"
"1990","4.85","Tell Me When"
"1990","4.12","Everybody Everybody"
"1990","4.14","Craziest"
"1990","4.71","A Girl Like You"
"1990","3.56","Insomnia"
"1990","3.99","So Many Tears"
"1990","4.52","Music Of My Heart"
"1990","4.64","Tell Me It's Real"
"1990","4.12","You Showed Me"
"1990","3.22","Valentine"
"1990","3.23","Cotton Eye Joe"
"1990","4.03","Wish You Were Here"
"1990","3.64","Lift Me Up"
"1990","4.45","Hold On"
"1990","3.79","No Doubt About It"
"1990","4.17","Angel Of Mine"
"1990","4.78","Love Of A Lifetime"
"1990","4.33","Lies"
"1990","4.42","G.H.E.T.T.O.U.T."
"1990","6.39","There's A Party Going On"
"1990","3.9","The Message"
"1990","3.24","I Love You Came Too Late"
"1990","4.22","Spark"
"1990","3.15","How Do You Do!"
"1990","4.66","My Name Is Not Susan"
"1990","3.5","One More Night"
"1990","5.07","If You Love Me"
"1990","4.86","Have You Ever Really Loved A Woman?"
"1990","4.53","Superman's Song"
"1990","3.94","Paparazzi"
"1990","5.83","Be Happy"
"1990","3.54","Colour Of Love"
"1990","5.46","Out Of Tears"
"1990","5.19","Cheers 2 U"
"1990","4.25","Silly Ho"
"1990","5.1","7 Seconds"
"1990","6.39","Got To Have Your Love"
"1990","4","It's My Life"
"1990","5.92","Right Now"
"1990","4.52","You're Not Alone"
"1990","4.08","I'll Be Your Everything"
"1990","4.86","At Your Best (You Are Love)"
"1990","5.22","The Floor"
"1990","4.13","Sittin' On Chrome"
"1990","4.24","""Tonight, Tonight"""
"1990","4.52","""I Wanna Love You (From """"Class Act"""")"""
"1990","3.59","Moving On Up"
"1990","4.78","Wicked Game"
"1990","2.63","Little Bitty"
"1990","4.22","Galileo"
"1990","3.51","Give It To Me Good"
"1990","4.49","What Is Love"
"1990","4.02","(It's Just) The Way That You Love Me"
"1990","3.52","Mr. Personality"
"1990","4.25","Sitting Home"
"1990","4.41","Misery"
"1990","4.63","Second Round K.O."
"1990","4.56","Mary Jane's Last Dance"
"1990","6.75","The Rush"
"1990","3.89","Quit Playing Games (With My Heart)"
"1990","4.59","Get Gone"
"1990","4","You'll Be Mine (Party Time)"
"1990","3.73","Live And Die For Hip Hop"
"1990","4.01","Wide River"
"1990","4.5","So Help Me Girl"
"1990","4.02","That Girl"
"1990","6.23","Lately"
"1990","2.97","Redneck Stomp"
"1990","4.8","Whispers"
"1990","5.34","Make You Sweat"
"1990","4.12","When I Dream Of You"
"1990","4.27","Free Fallin'"
"1990","5.54","She's A River"
"1990","4.61","Wrong"
"1990","4.56","Back That Thang Up"
"1990","4.12","Romantic"
"1990","3.73","The Chanukah Song"
"1990","5","I'm Afraid Of Americans"
"1990","3.64","Sick Of Myself"
"1990","3.08","It's In Your Eyes"
"1990","2.91","Got To Get It"
"1990","3.45","Snapshot"
"1990","5.32","I'm Gonna Get You"
"1990","5.26","Stand"
"1990","2.61","Laid"
"1990","4.93","Too Much Information"
"1990","4.47","Little Man"
"1990","3.82","All I Do Is Think Of You"
"1990","4.51","You Walked In"
"1990","3.98","I'm The One You Need"
"1990","3.43","Mouth"
"1990","4.32","Whenever You Come Around"
"1990","3.94","Cover You In Kisses"
"1990","4.2","This Old Heart Of Mine"
"1990","4.28","When We Dance"
"1990","5.21","Rump Shaker"
"1990","3.7","Rock My World (Little Country Girl)"
"1990","5.27","People Are Still Having Sex"
"1990","4.28","Hearts Don't Think (They Feel)"
"1990","4.68","Touch My Light"
"1990","4.61","Cheated (To All The Girls)"
"1990","3.28","Happenin' All Over Again"
"1990","6.2","Take It Back"
"1990","5.41","E-Bow The Letter"
"1990","4.12","Leave Virginia Alone"
"1990","5.44","Comedown"
"1990","5.48","Setting Sun"
"1990","3.87","Macarena"
"1990","4.92","Another Way"
"1990","4.27","Tell Me What You Want Me To Do"
"1990","6.48","Nothing Else Matters"
"1990","4.68","One Sweet Day"
"1990","4.44","I Don't Mind"
"1990","4.21","""Missing You (From """"Set It Off"""")"""
"1990","4.32","You Can Do It"
"1990","4.7","Thuggish Ruggish Bone"
"1990","4.17","You Remind Me Of Something"
"1990","6.61","The Unforgiven II"
"1990","4.1","Just Like Jesse James"
"1990","5.2","""Give It Up, Turn It Loose"""
"1990","5.24","Hey Man Nice Shot"
"1990","4.78","I'll See You In My Dreams"
"1990","3.48","Kiss Me"
"1990","4.06","Tonight"
"1990","5.94","Amazing"
"1990","4.17","The I.N.C. Ride"
"1990","4.51","Sentimental"
"1990","5.18","It's Good To Be King"
"1990","4.67","Give You What You Want (Fa Sure)"
"1990","5.1","With You"
"1990","3.36","""Boom, Boom, Boom, Boom!!"""
"1990","3.86","""Turn The Beat Around (From """"The Specialist"""")"""
"1990","3.7","Fields Of Gold"
"1990","3.84","Tell Me Why"
"1990","4.09","Steamy Windows"
"1990","3.47","Should've Been A Cowboy"
"1990","6.05","Steam"
"1990","3.88","Larger Than Life"
"1990","4.64","I Miss You"
"1990","4.06","Save Your Love"
"1990","3.2","Esa Nena Linda"
"1990","4.01","Dream On Dreamer"
"1990","4.26","Baby Be There"
"1990","3.66","Daysleeper"
"1990","5.09","Imagination"
"1990","4.89","What About Your Friends"
"1990","5.47","Something To Believe In"
"1990","3.93","Move Right Out"
"1990","3.69","Even Better Than The Real Thing"
"1990","3.53","Doll Parts"
"1990","3.09","Strobelite Honey"
"1990","4.31","Hold My Hand"
"1990","3.96","The Morning Papers"
"1990","4.47","U Don't Know Me (Like U Used To)"
"1990","4.33","Funk Dat/Why Is It?"
"1990","2.28","Promise Me"
"1990","3.85","One Night At A Time"
"1990","3.83","Malibu"
"1990","4.93","Let's Get Rocked"
"1990","4.03","Joyride"
"1990","3.82","For Your Mind"
"1990","4.18","Breathe"
"1990","4.7","Power Of Love"
"1990","4.55","The Theme (It's Party Time)"
"1990","4.56","Send Me An Angel"
"1990","6.12","Frozen"
"1990","3.3","(You Drive Me) Crazy"
"1990","4.13","I'm Outstanding"
"1990","4.6","Love Like This"
"1990","4.62","""No Guns, No Murder"""
"1990","4.03","Deeper"
"1990","3.16","Good Times"
"1990","4.9","You Can Make History (Young Again)"
"1980","3.7","Suddenly Last Summer"
"1980","2.7","In The Driver's Seat"
"1980","3.56","Holiday"
"1980","3.59","Answering Machine"
"1980","4.28","Right On Track"
"1980","4.79","Toy Soldiers"
"1980","4.28","Make It Real"
"1980","3.25","Leila"
"1980","3.32","Hungry Heart"
"1980","2.85","Precious To Me"
"1980","4.09","Catch Me I'm Falling"
"1980","4.98","It's Only Love"
"1980","3.52","Fields Of Fire"
"1980","4.34","I'm Gonna Miss You"
"1980","4.71","No More Tears (Enough Is Enough)"
"1980","3.94","When He Shines"
"1980","8.68","Small World"
"1980","4.58","Stone Love"
"1980","4.09","Need A Little Taste Of Love"
"1980","3.89","Falling In Love (Uh-Oh)"
"1980","5.01","Forever Your Girl"
"1980","5.84","One More Try"
"1980","3.33","One Thing Leads To Another"
"1980","4.7","Still A Thrill"
"1980","4.45","You Don't Believe"
"1980","3.89","Medley"
"1980","4.31","Right Next Door (Because Of Me)"
"1980","3.16","New Romance (It's A Mystery)"
"1980","6.17","Tonight"
"1980","4.66","Foolish Heart"
"1980","5.55","I Miss You"
"1980","3.81","Abadabadango"
"1980","5.15","Take The Long Way Home"
"1980","3.45","Inside Outside"
"1980","4.26","King Of Suede"
"1980","4.39","Electric Blue"
"1980","3.43","Lay It Down"
"1980","3.8","(Between A) Rock And A Hard Place"
"1980","3.58","Everything I Need"
"1980","3.6","Living In A Dream"
"1980","4.59","The Heart Is Not So Smart"
"1980","3.09","My Prayer"
"1980","3.43","When She Was My Girl"
"1980","6.32","Sunset Grill"
"1980","4.63","Tough All Over"
"1980","2.99","I Was Looking For Someone To Love"
"1980","3.76","Run To Me"
"1980","2.71","9 To 5"
"1980","4.03","China"
"1980","4.66","Downtown Train"
"1980","3.88","Go Down Easy"
"1980","2.99","Playing To Win"
"1980","3.14","A Little Good News"
"1980","3.59","If Looks Could Kill"
"1980","4.5","Tell It Like It Is"
"1980","3.86","Respect Yourself"
"1980","4.7","He Wants My Body"
"1980","3.44","Little Too Late"
"1980","3.77","The Way He Makes Me Feel"
"1980","4.28","Somebody Like You"
"1980","4.07","The Woman In You"
"1980","4.64","Flesh For Fantasy"
"1980","4.12","Games Without Frontiers"
"1980","2.56","Blaze Of Glory"
"1980","4.15","Don't Stop The Music"
"1980","3.21","Forever Man"
"1980","3.86","Wake Me Up Before You Go-Go"
"1980","4.39","Finish What Ya Started"
"1980","5.27","I Like You"
"1980","4.28","Jones Vs. Jones"
"1980","3.37","So Bad"
"1980","3.67","Naughty Naughty"
"1980","5.22","Cool Change"
"1980","2.63","""(you're So Square) Baby, I Don't Care"""
"1980","5.13","Ebony Eyes"
"1980","4.05","Lucky"
"1980","7.16","Left In The Dark"
"1980","4.02","You're So Easy To Love"
"1980","4.36","Dance"
"1980","3.96","That's What Love Is All About"
"1980","4.85","Let's Work"
"1980","3.1","(Sittin' On) The Dock Of The Bay"
"1980","4.18","Hollywood"
"1980","4.91","One"
"1980","3.96","Lovin' The Night Away"
"1980","2.55","On The Road Again"
"1980","5.51","Miss Sun"
"1980","5.01","I'm So Glad I'm Standing Here Today"
"1980","5.5","Outside My Window"
"1980","3.59","Bang The Drum All Day"
"1980","3.68","Footloose"
"1980","3.54","Play The Game"
"1980","3.79","All Those Years Ago"
"1980","3.34","What Kind Of Fool Am I"
"1980","3.81","Hello Again"
"1980","3.45","On A Carousel"
"1980","6.06","Addicted To Love"
"1980","3.78","Too Hot"
"1980","4.17","Always There For You"
"1980","4.3","Notorious"
"1980","4.56","Bringin' On The Heartbreak"
"1980","5.73","Broken Wings"
"1980","5.89","Take Me Home"
"1980","6.22","Make That Move"
"1980","4.09","Upside Down"
"1980","7.22","The Message"
"1980","5.73","Turned Away"
"1980","3.66","Volcano"
"1980","4.33","Once In A Lifetime"
"1980","4.12","Heaven Is A Place On Earth"
"1980","4.2","One Step Closer"
"1980","3.28","I've Done Everything For You"
"1980","4.17","Baby Come To Me"
"1980","4.16","Live Is Life"
"1980","3.75","Physical"
"1980","4.5","Poison"
"1980","3.27","Only The Lonely"
"1980","2.99","Daydream Believer"
"1980","5.46","The Borderlines"
"1980","2.89","Why Do Fools Fall In Love"
"1980","3.74","Crazy For You"
"1980","4.07","Just To See Her"
"1980","4.24","Super Trouper"
"1980","2.97","Too Late"
"1980","4.51","And The Night Stood Still"
"1980","3.82","Don't Give It Up"
"1980","4.25","Holiday"
"1980","4.41","I Need A Man"
"1980","3.91","At This Moment"
"1980","4.75","Lady Soul"
"1980","3.28","Falling In Love"
"1980","4.05","Hello Again"
"1980","4.21","Karma Chameleon"
"1980","5.35","Roll With It"
"1980","3.3","A Love Song"
"1980","3.81","Let's Go All The Way"
"1980","4.09","Hip To Be Square"
"1980","5.16","Pamela"
"1980","5.48","Cutie Pie"
"1980","4.5","Miss Me Blind"
"1980","4.77","Red Hot"
"1980","4.05","I'm Almost Ready"
"1980","5.47","True"
"1980","4.59","How Will I Know"
"1980","3.59","Tell Her"
"1980","5.05","Sign 'O' The Times"
"1980","2.88","(oh) Pretty Woman"
"1980","5.13","Rock Steady"
"1980","5.46","Special Way"
"1980","3.87","All Night With Me"
"1980","4.31","Goin' To The Bank"
"1980","4.09","Eye Of The Tiger"
"1980","2.44","Running Scared"
"1980","3.29","853-5937"
"1980","3.08","You Better Run"
"1980","3.53","Johnny Come Home"
"1980","4.08","Good Life"
"1980","3.59","C-I-T-Y"
"1980","3.94","Only For Love"
"1980","4.18","Heart Turns To Stone"
"1980","3.73","More Than Physical"
"1980","5.27","Who's Behind The Door?"
"1980","3.67","Autograph"
"1980","5.34","Sunglasses At Night"
"1980","3.15","I Got You Babe"
"1980","5.44","The Night Is Still Young"
"1980","4.78","Edie (Ciao Baby)"
"1980","3.89","Real Love"
"1980","4.38","Jump (for My Love)"
"1980","4.62","One Hundred Ways"
"1980","3.5","Voices Of Babylon"
"1980","4.64","Forgive Me For Dreaming"
"1980","2.85","Hit Me With Your Best Shot"
"1980","5.79","Doctor! Doctor!"
"1980","7.52","I Don't Need You Anymore"
"1980","3.65","This Time I Know It's For Real"
"1980","3.87","Slow Hand"
"1980","4.67","I'll Wait"
"1980","3.39","Paperlate"
"1980","3.44","""Summertime, Summertime"""
"1980","3.46","Love Is Like A Rock"
"1980","4.78","Stranger In Town"
"1980","3.12","Where Does The Lovin' Go"
"1980","5.49","Election Day"
"1980","4.12","One Heartbeat"
"1980","3.96","The Politics Of Dancing"
"1980","4.38","No Way Out"
"1980","5.03","This Is The Time"
"1980","6.85","Do You Love What You Feel"
"1980","3.66","Foolish Heart"
"1980","4.75","All Cried Out"
"1980","4.18","Love All The Hurt Away"
"1980","3.99","Love On Your Side"
"1980","6.83","High Energy"
"1980","5.71","Where Did Your Heart Go?"
"1980","3.23","The Loco-Motion"
"1980","5.18","Hooked On You"
"1980","3.72","Make Believe"
"1980","8.44","Had A Dream (Sleeping With The Enemy)"
"1980","4.46","Way Cool Jr."
"1980","3.67","I Ran (So Far Away)"
"1980","5.21","Can'tcha Say (You Believe In Me)/Still In Love"
"1980","4.33","Don't Look Down - The Sequel"
"1980","2.79","The Celtic Soul Brothers"
"1980","3.4","Gone Too Far"
"1980","5.55","Passion"
"1980","4.02","Misfit"
"1980","6.26","Outstanding"
"1980","3.96","Freeze-frame"
"1980","2.96","Shanghai Breezes"
"1980","4.2","Third Time Lucky (First Time I Was A Fool)"
"1980","5.05","Fantasy"
"1980","4.9","Dreams"
"1980","3.62","Out Of Mind Out Of Sight"
"1980","5.35","Double Dutch Bus"
"1980","3.42","Ways To Be Wicked"
"1980","3.97","Midnight Blue"
"1980","4","Like To Get To Know You Well"
"1980","4.84","Hurts To Be In Love"
"1980","4.63","Where Do Broken Hearts Go"
"1980","5.28","Garden Party"
"1980","3.84","Let's Put The X In Sex"
"1980","3.68","Hungry Like The Wolf"
"1980","5.22","You're Driving Me Out Of My Mind"
"1980","3.97","Black Dog"
"1980","5.21","While You See A Chance"
"1980","3.79","Boys Do Fall In Love"
"1980","3.18","I Love A Rainy Night"
"1980","4.81","Rebel Yell"
"1980","5.22","Paradise"
"1980","5.28","Illegal Alien"
"1980","3.71","I'm No Angel"
"1980","4.94","The Spirit Of Radio"
"1980","5.37","Heart To Heart"
"1980","5.01","Lonely School"
"1980","3.84","Talk To Me"
"1980","3.37","Takin' It Back"
"1980","3.33","That's All"
"1980","5.29","I'm That Type Of Guy"
"1980","4.85","Killing Me Softly"
"1980","4.08","""Surrender To Me (From """"Tequila Sunrise"""")"""
"1980","3.67","On And On And On"
"1980","3.91","Dance Little Sister"
"1980","3.63","Sounds Of Your Voice"
"1980","3.97","Starting Over Again"
"1980","4.85","You're A Friend Of Mine"
"1980","3.55","She's In Love With You"
"1980","5.13","Lady"
"1980","3.28","When The Feeling Comes Around"
"1980","3.82","""Oh, Sherrie"""
"1980","4.4","Never Die Young"
"1980","5.56","Jungle Love"
"1980","6.64","Sequel"
"1980","5.47","Is This Love"
"1980","3.47","Two Tribes"
"1980","6.21","Fool In The Rain"
"1980","2.95","Battleship Chains"
"1980","5.04","Windows"
"1980","3.87","Wise Up"
"1980","3.95","Just The Two Of Us"
"1980","3.77","I'm Alright"
"1980","3.15","Should I Stay Or Should I Go"
"1980","5.51","Wishing (If I Had A Photograph Of You)"
"1980","4.29","Head Over Heels"
"1980","3.89","If This Is It"
"1980","5.37","Nothin (That Compares 2 U)"
"1980","4.41","Here Comes My Girl"
"1980","5.03","Live Every Moment"
"1980","4.66","Fortress Around Your Heart"
"1980","4.03","Crazay"
"1980","4.41","Do You Believe In Shame?"
"1980","3.78","Cross My Heart"
"1980","2.91","R.O.C.K. In The U.S.A. (A Salute to 60's Rock)"
"1980","4.72","Sisters Of The Moon"
"1980","4.24","You Are My Heaven"
"1980","3.83","Back To The Bullet"
"1980","4.2","Tonight I'm Yours (Don't Hurt Me)"
"1980","3.62","Peanut Butter"
"1980","3.34","This Time"
"1980","5.1","I Want You"
"1980","3.69","Hot Rod Hearts"
"1980","3.84","Island Of Lost Souls"
"1980","4.36","You're My Blessing"
"1980","3.77","On The Way To The Sky"
"1980","4.55","All Through The Night"
"1980","5.21","Better Be Good To Me"
"1980","3.78","For The Love Of Money"
"1980","4.84","Primitive Love Rites"
"1980","2.82","Radioactive"
"1980","4.14","A Trick Of The Night"
"1980","4.05","Look Away"
"1980","4.71","Living In America"
"1980","4.35","Prove Me Wrong"
"1980","4.23","Video Killed The Radio Star"
"1980","4.52","Don't Leave Me This Way"
"1980","4.08","And Love Goes On"
"1980","4.43","Don't Change"
"1980","4.28","Skin Deep"
"1980","4.15","Coming Up (Live At Glasgow)"
"1980","4.81","Rumors"
"1980","2.42","Needles And Pins"
"1980","5.19","Just Because"
"1980","5.21","Keep Your Eye On Me"
"1980","4.61","Room To Move"
"1980","4.2","White Wedding"
"1980","4.39","How Am I Supposed To Live Without You"
"1980","4.01","You Know I Love You ... Don't You?"
"1980","3.44","Whatever Happened To Old Fashioned Love"
"1980","4.09","Missing You"
"1980","4.92","Crazy"
"1980","7.74","The Bird"
"1980","4.49","Just Once"
"1980","3.78","What's Love Got To Do With It"
"1980","3.63","Head Games"
"1980","4.61","Betcha Say That"
"1980","3.29","Hourglass"
"1980","4.23","It Might Be You"
"1980","3.89","Out Of The Blue"
"1980","3.95","I Don't Know"
"1980","7.63","Cannonball"
"1980","3.08","World Where You Live"
"1980","3.91","Suddenly"
"1980","6.08","Painted Moon"
"1980","4.09","Why Can't I Have You"
"1980","4.55","High Time"
"1980","3.63","Stranglehold"
"1980","4.33","Word Up"
"1980","4.07","Female Intuition"
"1980","5.56","Take The Time"
"1980","3.8","Walkin' Shoes"
"1980","3.9","Fire In The Morning"
"1980","4.94","This Must Be The Place (Naive Melody)"
"1980","3.78","Do You Wanna Touch Me (Oh Yeah)"
"1980","6.32","Skateaway"
"1980","5.04","Outlaw"
"1980","4.65","Living In Sin"
"1980","4.12","Being With You"
"1980","4.11","I Believe In You"
"1980","5.06","Can't We Try"
"1980","4.2","Every Step Of The Way"
"1980","3.57","What You Need"
"1980","2.82","Need Your Loving Tonight"
"1980","3.78","Without You (Not Another Lonely Night)"
"1980","5.17","Hanging On A Heart Attack"
"1980","2.94","In God's Country"
"1980","5.25","Before I Go"
"1980","4.76","I Guess That's Why They Call It The Blues"
"1980","4.58","Superstitious"
"1980","4.56","Welcome To The Jungle"
"1980","3.07","For Your Eyes Only"
"1980","4.13","Summer Nights"
"1980","3.42","Brooklyn Girls"
"1980","4.44","Midnight Rain"
"1980","3.61","""Train, Train"""
"1980","3.48","You Came"
"1980","3.66","Invitation To Dance"
"1980","3.91","Let's Be Lovers Again"
"1980","4.76","Beat Of A Heart"
"1980","3.19","Sherry"
"1980","2.83","Runaway Rita"
"1980","4.7","Two To Make It Right"
"1980","4.88","Born In East L.A."
"1980","6.75","Haven't You Heard"
"1980","3.49","Live Every Minute"
"1980","4.57","I'll Be Alright Without You"
"1980","2.49","Daydream Believer"
"1980","5.72","Yearning For Your Love"
"1980","3.84","Lost Her In The Sun"
"1980","3.75","(Keep Feeling) Fascination"
"1980","7.47","Operator"
"1980","4.03","Burning Down The House"
"1980","3.08","What I Like About You"
"1980","5.89","Se La"
"1980","4.17","Should've Known Better"
"1980","3.04","When The Lights Go Out"
"1980","3.68","With You I'm Born Again"
"1980","3.96","Always On My Mind"
"1980","5.97","One Of The Living"
"1980","3.8","Bette Davis Eyes"
"1980","4.02","After You"
"1980","3.25","Stuck On You"
"1980","4.05","Shake For The Sheik"
"1980","4.06","Empire Strikes Back (Medley)"
"1980","4.1","Misled"
"1980","4.51","Indestructible"
"1980","3.99","Little Liar"
"1980","4.95","Little Suzi"
"1980","5.66","Sitting At The Wheel"
"1980","3.55","Don't Tell Me The Time"
"1980","4.25","Brilliant Disguise"
"1980","2.2","The Elvis Medley"
"1980","4.43","A Fine Fine Day"
"1980","6.43","Basketball"
"1980","4.72","Somebody"
"1980","6.1","Fishnet"
"1980","2.68","A World Without Heroes"
"1980","4.66","True Love"
"1980","4.04","Dress You Up"
"1980","4.21","Presence Of Love"
"1980","3.91","Voyeur"
"1980","3.41","When She Dances"
"1980","3.25","Seven Year Ache"
"1980","4.16","Move Away"
