"year","duration","track","artist","mode","target"
"1980","4","Reason To Live","KISS","1","1"
"1980","4.21","Part-Time Lover","Stevie Wonder","0","1"
"1980","3.71","New World Man","Rush","1","1"
"1980","3.99","Driven Out","The Fixx","0","1"
"1980","4.05","All Out Of Love","Air Supply","1","1"
"1980","3.4","Poison Arrow","ABC","0","1"
"1980","3.91","We've Got Tonight","Kenny Rogers And Sheena Easton","1","1"
"1980","4.83","Here We Are","Gloria Estefan","1","1"
"1980","3.75","Feel Like A Number","Bob Seger & The Silver Bullet Band","1","1"
"1980","4.13","Rock Of Ages","Def Leppard","0","1"
"1980","3.41","Saved By Zero","The Fixx","0","1"
"1980","4.84","Message In A Bottle","The Police","0","1"
"1980","3.49","Love Theme From St. Elmo's Fire (Instrumental)","David Foster","1","1"
"1980","3.18","Circle","Edie Brickell & New Bohemians","1","1"
"1980","4.71","Was It Nothing At All","Michael Damian","1","1"
"1980","3.87","To Be A Lover","Billy Idol","1","1"
"1980","3.71","Nice Girls","Melissa Manchester","0","1"
"1980","4.57","Believe In Me","Dan Fogelberg","1","1"
"1980","4.8","Romancing The Stone","Eddy Grant","0","1"
"1980","4.73","Pink Houses","John Mellencamp","1","1"
"1980","3.82","Open Your Heart","Madonna","1","1"
"1980","4.52","Too Much Time On My Hands","Styx","0","1"
"1980","4.19","I Drove All Night","Cyndi Lauper","1","1"
"1980","4.29","America","Neil Diamond","1","1"
"1980","6.82","Be Your Man","Jesse Johnson's Revue","1","1"
"1980","4.84","Fashion","David Bowie","1","1"
"1980","3.17","Lucky Me","Anne Murray","1","1"
"1980","3.97","Broken Hearted Me","Anne Murray","1","1"
"1980","6.57","A Little Bit Of Love (Is All It Takes)","New Edition","0","1"
"1980","3.52","""Tonight, I Celebrate My Love""","Peabo Bryson/Roberta Flack","1","1"
"1980","4.06","Who Wears These Shoes?","Elton John","1","1"
"1980","4.29","The Right Thing","Simply Red","1","1"
"1980","3.15","Blues Power","Eric Clapton And His Band","1","1"
"1980","3.62","Sweet Dreams (Are Made Of This)","Eurythmics","0","1"
"1980","5.2","Yo No Se","Pajama Party","1","1"
"1980","4.36","Walk The Dinosaur","Was (Not Was)","1","1"
"1980","4.59","Eye Of The Zombie","John Fogerty","1","1"
"1980","3.74","The Walls Came Down","The Call","1","1"
"1980","6.01","Don't Disturb This Groove","The System","0","1"
"1980","3.19","Hard Times","James Taylor","1","1"
"1980","4.16","17","Rick James","1","1"
"1980","5.06","Throwaway","Mick Jagger","1","1"
"1980","5.24","Don't Say No Tonight","Eugene Wilde","1","1"
"1980","5.37","Take Me Back","Bonnie Tyler","1","1"
"1980","3.08","Oh Yeah","Yello","1","1"
"1980","4.77","Electric Kingdom","Twilight 22","1","1"
"1980","4.88","Everything In My Heart","Corey Hart","1","1"
"1980","5.07","Hard To Say I'm Sorry","Chicago","1","1"
"1980","4.54","Push It","Salt-N-Pepa","0","1"
"1980","4.01","Dance Hall Days","Wang Chung","1","1"
"1980","5.16","Love Me Tomorrow","Chicago","0","1"
"1980","5.09","Money Changes Everything","Cyndi Lauper","1","1"
"1980","4.24","When Love Comes To Town","U2 With B.B. King","1","1"
"1980","3.31","In America","The Charlie Daniels Band","1","1"
"1980","4.19","The Metro","Berlin","1","1"
"1980","4.84","Never Let Me Down Again","Depeche Mode","1","1"
"1980","4.68","Angel Eyes","The Jeff Healey Band","1","1"
"1980","4.37","Alone Again","Dokken","0","1"
"1980","5.24","Gotta Get You Home Tonight","Eugene Wilde","1","1"
"1980","4.49","Love Kills","Freddie Mercury","1","1"
"1980","6.39","Jam On It","Newcleus","0","1"
"1980","4.87","Lonely In Love","Giuffria","1","1"
"1980","3.98","That Lovin' You Feelin' Again","Roy Orbison & Emmylou Harris","1","1"
"1980","5.52","Welcome To The Boomtown","David & David","1","1"
"1980","3.21","The Sound Of Goodbye","Crystal Gayle","1","1"
"1980","7.9","Walking Into Sunshine","Central Line","0","1"
"1980","5.27","My Kind Of Lady","Supertramp Featuring Rick Davies","1","1"
"1980","4.04","Same Ole Love (365 Days A Year)","Anita Baker","1","1"
"1980","4.38","Somebody's Baby","Jackson Browne","1","1"
"1980","4.82","Wango Tango","Ted Nugent","1","1"
"1980","4.28","I Saw Him Standing There","Tiffany","1","1"
"1980","3.54","Forever Mine","The Motels","0","1"
"1980","4.73","Fireflies","Fleetwood Mac","1","1"
"1980","3.49","Rooty Toot Toot","John Mellencamp","1","1"
"1980","5.14","Kisses On The Wind","Neneh Cherry","1","1"
"1980","2.13","Come Go With Me","The Beach Boys","0","1"
"1980","4.47","Very Special","Debra Laws","0","1"
"1980","3.96","We're Ready","Boston","1","1"
"1980","4.4","Hide Your Heart","KISS","0","1"
"1980","4.41","Forever","Kenny Loggins","1","1"
"1980","5.04","Head To Toe","Lisa Lisa And Cult Jam","1","1"
"1980","4.31","I'm Not The Man I Used To Be","Fine Young Cannibals","0","1"
"1980","3.75","I Didn't Mean To Turn You On","Robert Palmer","0","1"
"1980","4.91","Here Comes The Rain Again","Eurythmics","1","1"
"1980","3.7","Take The L.","The Motels","1","1"
"1980","3.53","I Want A New Drug","Huey Lewis & The News","1","1"
"1980","5.08","Deja Vu","Dionne Warwick","0","1"
"1980","5.32","Ain't Nobody","Chaka Khan","1","1"
"1980","4.16","Is There Something I Should Know","Duran Duran","1","1"
"1980","4.31","Coward Of The County","Kenny Rogers","1","1"
"1980","4.02","Lola","The Kinks","1","1"
"1980","3.76","My Guy","Sister Sledge","0","1"
"1980","5.16","Tunnel Of Love","Bruce Springsteen","1","1"
"1980","4.3","Heartbreaker","Dionne Warwick","0","1"
"1980","4.8","I Hear You Now","Jon & Vangelis","1","1"
"1980","5.38","Once Bitten Twice Shy","Great White","1","1"
"1980","3.59","Cruel Summer","Bananarama","0","1"
"1980","3.71","Overjoyed","Stevie Wonder","1","1"
"1980","4.09","""Working My Way Back To You/Forgive Me, Girl""","The Spinners","0","1"
"1980","4.01","Stand Or Fall","The Fixx","1","1"
"1980","3.66","Nobody Wins","Elton John","0","1"
"1980","3.75","Strung Out","Steve Perry","1","1"
"1980","4.27","Leader Of The Band","Dan Fogelberg","1","1"
"1980","4.21","The Search Is Over","Survivor","1","1"
"1980","6.31","Gloria","The Doors","1","1"
"1980","3.32","Got To Rock On","Kansas","1","1"
"1980","5.51","Secret Lovers","Atlantic Starr","1","1"
"1980","3.3","Uptown Girl","Billy Joel","1","1"
"1980","4.09","I Found Somebody","Glenn Frey","1","1"
"1980","4.28","Hangin' Tough","New Kids On The Block","1","1"
"1980","6.21","Full Of Fire","Shalamar","0","1"
"1980","3.82","I'd Do It All Again","Sam Harris","0","1"
"1980","4.12","Family Man","Fleetwood Mac","1","1"
"1980","3.78","Don't Be Afraid Of The Dark","The Robert Cray Band","1","1"
"1980","3.36","Any Way You Want It","Journey","1","1"
"1980","4.65","I Ain't Gonna Stand For It","Stevie Wonder","1","1"
"1980","4.22","Call Me","Go West","1","1"
"1980","3.26","When Things Go Wrong","Robin Lane & The Chartbusters","0","1"
"1980","3.7","Tomorrow Doesn't Matter Tonight","Starship","0","1"
"1980","5.66","Day-In Day-Out","David Bowie","1","1"
"1980","3.61","Alabama Getaway","Grateful Dead","0","1"
"1980","4.03","I Need You","The Pointer Sisters","0","1"
"1980","5.14","Abracadabra","The Steve Miller Band","0","1"
"1980","4.67","Atomic","Blondie","0","1"
"1980","4.2","Jane","Jefferson Starship","1","1"
"1980","4.18","Now It's My Turn","Berlin","1","1"
"1980","4.23","Every Breath You Take","The Police","1","1"
"1980","3.51","Wishing Well","Terence Trent D'Arby","0","1"
"1980","3.93","The Real Thing","The Brothers Johnson","0","1"
"1980","5.72","Another Ticket","Eric Clapton","1","1"
"1980","3.44","No Night So Long","Dionne Warwick","1","1"
"1980","4.47","Would I Lie To You?","Eurythmics","1","1"
"1980","3.48","I Lost On Jeopardy","""""""Weird Al"""" Yankovic""","0","1"
"1980","3.43","Jungle Boy","John Eddie","0","1"
"1980","3.95","Burning Down One Side","Robert Plant","1","1"
"1980","3.87","Victory","Kool & The Gang","0","1"
"1980","3.35","Boulevard","Jackson Browne","1","1"
"1980","3.33","I Don't Need You","Rupert Holmes","1","1"
"1980","5.45","I Know There's Something Going On","Frida","0","1"
"1980","4","Fading Away","Will To Power","1","1"
"1980","3.57","Steal Away","Robbie Dupree","1","1"
"1980","4.92","The Medicine Song","Stephanie Mills","1","1"
"1980","5.08","I Want To Know What Love Is","Foreigner","1","1"
"1980","5.07","Walking Away","Information Society","0","1"
"1980","4.15","Islands In The Stream","Kenny Rogers Duet With Dolly Parton","1","1"
"1980","6.15","Living In The Background","Baltimora","0","1"
"1980","5.04","Young Turks","Rod Stewart","0","1"
"1980","4.15","Ever Since The World Began","Tommy Shaw","1","1"
"1980","4.56","Shelter","Lone Justice","1","1"
"1980","4.97","The Way You Make Me Feel","Michael Jackson","1","1"
"1980","4.38","Don't Ask Me Why","Eurythmics","1","1"
"1980","2.97","Rumbleseat","John Mellencamp","1","1"
"1980","4.65","A Word In Spanish","Elton John","1","1"
"1980","3.84","Never Too Much","Luther Vandross","1","1"
"1980","3.6","My Paradise","The Outfield","1","1"
"1980","5.2","Whatever You Decide","Randy VanWarmer","1","1"
"1980","6.82","Let's Dance (Make Your Body Move)","West Street Mob","1","1"
"1980","6.76","Paradise City","Guns N' Roses","1","1"
"1980","4.51","Endless Summer Nights","Richard Marx","1","1"
"1980","3.55","Start Me Up","The Rolling Stones","1","1"
"1980","4.38","Shelter Me","Joe Cocker","1","1"
"1980","5.79","The Visitors","ABBA","1","1"
"1980","4.8","Mistaken Identity","Kim Carnes","0","1"
"1980","4.52","Urgent","Foreigner","0","1"
"1980","5.92","Radar Love","White Lion","1","1"
"1980","3.81","Baby Step Back","Gordon Lightfoot","0","1"
"1980","4.67","Let's Go Crazy","Prince And The Revolution","1","1"
"1980","4.37","No Easy Way Out","Robert Tepper","0","1"
"1980","3.22","I Know What Boys Like","The Waitresses","1","1"
"1980","5.66","My Girl","Suave","0","1"
"1980","3.65","Alone","Heart","1","1"
"1980","3.41","Fake Friends","Joan Jett & the Blackhearts","1","1"
"1980","4.56","Sweetheart Like You","Bob Dylan","0","1"
"1980","4.11","Take My Heart (You Can Have It If You Want It)","Kool & The Gang","1","1"
"1980","5.71","Women","Def Leppard","1","1"
"1980","3.98","The Same Love","The Jets","1","1"
"1980","4.52","Facts Of Love","Jeff Lorber & Karyn White","0","1"
"1980","5.22","Infatuation","Rod Stewart","0","1"
"1980","4.48","Imagine","Tracie Spencer","1","1"
"1980","3.69","Why Can't This Night Go On Forever","Journey","1","1"
"1980","3.9","Run To You","Bryan Adams","1","1"
"1980","3.82","Wonderland","Commodores","1","1"
"1980","4.13","Nothin' At All","Heart","1","1"
"1980","4.74","Some People","Paul Young","1","1"
"1980","3.51","Groovy Kind Of Love","Phil Collins","1","1"
"1980","8.13","Let's Get Serious","Jermaine Jackson","0","1"
"1980","4.56","Undercover Of The Night","The Rolling Stones","0","1"
"1980","4.12","""De Do Do Do, De Da Da Da""","The Police","1","1"
"1980","4.25","You Keep Me Hangin' On","Kim Wilde","0","1"
"1980","3.93","It's My Turn","Diana Ross","1","1"
"1980","4.62","I Still Haven't Found What I'm Looking For","U2","1","1"
"1980","4.1","I Got The Feelin' (It's Over)","Gregory Abbott","1","1"
"1980","6.9","Got To Love Somebody","Sister Sledge","1","1"
"1980","3.82","Leather And Lace","Stevie Nicks With Don Henley","1","1"
"1980","3.26","Only You","Yaz","1","1"
"1980","4.17","Vox Humana","Kenny Loggins","1","1"
"1980","3.98","Two Less Lonely People In The World","Air Supply","1","1"
"1980","3.92","Mystery Lady","Billy Ocean","1","1"
"1980","4.39","What About Me?","Kenny Rogers With Kim Carnes & James Ingram","1","1"
"1980","6.08","""Mercy, Mercy, Mercy""","Phoebe Snow","1","1"
"1980","3.93","Keep The Fire Burnin'","REO Speedwagon","1","1"
"1980","4.97","Sanctify Yourself","Simple Minds","1","1"
"1980","3.96","No Frills Love","Jennifer Holliday","1","1"
"1980","3.22","Faith","George Michael","1","1"
"1980","3.66","A Little In Love","Cliff Richard","1","1"
"1980","3.69","Love Will Turn You Around","Kenny Rogers","1","1"
"1980","4.62","Leave A Light On","Belinda Carlisle","1","1"
"1980","4.42","Gypsy","Fleetwood Mac","1","1"
"1980","3.99","Can't Wait All Night","Juice Newton","1","1"
"1980","4.16","Four Little Diamonds","Electric Light Orchestra","1","1"
"1980","4.09","Seventeen","Winger","1","1"
"1980","5.23","I Remember You","Skid Row","1","1"
"1980","4.5","Missing You","John Waite","0","1"
"1980","3.69","Thief Of Hearts","Melissa Manchester","0","1"
"1980","4.36","One Step Up","Bruce Springsteen","1","1"
"1980","4.02","One Lover At A Time","Atlantic Starr","1","1"
"1980","4.94","Painted Picture","Commodores","1","1"
"1980","4.46","Words","Missing Persons","1","1"
"1980","4.84","Hold Me 'til The Mornin' Comes","Paul Anka","1","1"
"1980","4.19","Is This The End","New Edition","1","1"
"1980","4.42","Just Be My Lady","Larry Graham","1","1"
"1980","3.94","No Lookin' Back","Michael McDonald","1","1"
"1980","4.52","Don't Take It Personal","Jermaine Jackson","0","1"
"1980","4.12","Right Away","Kansas","1","1"
"1980","5.46","Why You Treat Me So Bad","Club Nouveau","1","1"
"1980","6.26","""Boy, I've Been Told""","SaFire","1","1"
"1980","3.64","Mad About You","Belinda Carlisle","1","1"
"1980","3","What Are We Doin' In Love","Dottie West with Kenny Rogers","1","1"
"1980","4.94","Got It Made","""Crosby, Stills, Nash & Young""","1","1"
"1980","3.86","Jesse","Julian Lennon","0","1"
"1980","3.9","Why Me","Styx","1","1"
"1980","6.11","Twilight Zone/Twilight Tone","The Manhattan Transfer","0","1"
"1980","3.84","Turn Your Love Around","George Benson","0","1"
"1980","3.35","Our House","Madness","1","1"
"1980","3.41","California Dreamin'","The Beach Boys","0","1"
"1980","5.25","Rain In The Summertime","The Alarm","1","1"
"1980","2.66","American Made","The Oak Ridge Boys","1","1"
"1980","5.42","Heroes","Commodores","0","1"
"1980","3.91","Come Dancing","The Kinks","1","1"
"1980","2.83","The Other Guy","Little River Band","1","1"
"1980","4.03","I Don't Want To Know Your Name","Glen Campbell","1","1"
"1980","3.93","Bad Boy","Miami Sound Machine","0","1"
"1980","3.78","Try Again","Champaign","1","1"
"1980","4.98","Work That Body","Diana Ross","0","1"
"1980","4.05","I'm Your Man","Wham!","1","1"
"1980","4.36","Shadows Of The Night","Pat Benatar","1","1"
"1980","3.75","Pop Life","Prince And The Revolution","1","1"
"1980","3.95","Every Little Step","Bobby Brown","1","1"
"1980","3.82","Sunshine","Dino","1","1"
"1980","4.29","Blame It On The Radio","John Parr","1","1"
"1980","4.28","No One Can Love You More Than Me","Melissa Manchester","0","1"
"1980","4.35","Slipping Away","Dave Edmunds","1","1"
"1980","3.61","Shandi","KISS","1","1"
"1980","3.95","Tonight","David Bowie","0","1"
"1980","4.07","Rush Hour","Jane Wiedlin","1","1"
"1980","4.11","Who Will You Run To","Heart","1","1"
"1980","4.08","Never Give Up On A Good Thing","George Benson","1","1"
"1980","5.04","Any Love","Luther Vandross","0","1"
"1980","4.68","Wanna Be With You","""Earth, Wind & Fire""","0","1"
"1980","3.11","Living In A Box","Living In A Box","1","1"
"1980","3.14","I Do","The J. Geils Band","1","1"
"1980","5.05","Songbird","Kenny G","1","1"
"1980","4.33","Union Of The Snake","Duran Duran","0","1"
"1980","3.76","Baby Talks Dirty","The Knack","1","1"
"1980","4.66","Roll Me Away","Bob Seger & The Silver Bullet Band","1","1"
"1980","3.89","You Are The Girl","The Cars","1","1"
"1980","3.71","Don't Tell Me Lies","Breathe","1","1"
"1980","8.69","Saturday Love","Cherrelle With Alexander O'Neal","1","1"
"1980","4.02","I Found Someone","Laura Branigan","0","1"
"1980","3.08","Pop Song 89","R.E.M.","1","1"
"1980","3.68","Down Under","Men At Work","0","1"
"1980","4.78","Tired Of Being Blonde","Carly Simon","1","1"
"1980","3.67","If Looks Could Kill","Heart","0","1"
"1980","4.42","I Made It Through The Rain","Barry Manilow","1","1"
"1980","4.81","Don't Lose My Number","Phil Collins","0","1"
"1980","4.39","Living Inside Myself","Gino Vannelli","1","1"
"1980","5.14","Empty Garden (Hey Hey Johnny)","Elton John","1","1"
"1980","3.71","Niagara Falls","Chicago","1","1"
"1980","3.6","Stand Back","The Fabulous Thunderbirds","1","1"
"1980","3.92","Rhythm Is Gonna Get You","Gloria Estefan & Miami Sound Machine","0","1"
"1980","4.06","The Horizontal Bop","Bob Seger","1","1"
"1980","4.18","You Got It All","The Jets","0","1"
"1980","2.72","Ch Ch Cherie","The Johnny Average Band Featuring Nikki Wills","1","1"
"1980","3.09","Tell That Girl To Shut Up","Transvision Vamp","1","1"
"1980","4.23","I Wouldn't Beg For Water","Sheena Easton","1","1"
"1980","6.28","Sowing The Seeds Of Love","Tears For Fears","1","1"
"1980","4.33","After All","Al Jarreau","1","1"
"1980","3.63","Someday","Glass Tiger","1","1"
"1980","2.41","How Do I Make You","Linda Ronstadt","1","1"
"1980","3.92","I Don't Want To Walk Without You","Barry Manilow","0","1"
"1980","5.72","Heartbreak Hotel","The Jacksons","0","1"
"1980","3.39","Magic Carpet Ride","Bardeux","0","1"
"1980","4.49","Magic","Olivia Newton-John","1","1"
"1980","3.57","I Won't Forget You","Poison","1","1"
"1980","3.34","Love And Pride","King","0","1"
"1980","3.77","Breakout","Swing Out Sister","1","1"
"1980","2.94","It's Still Rock And Roll To Me","Billy Joel","1","1"
"1980","3.98","I Can't Hold Back","Survivor","1","1"
"1980","4.24","We Don't Talk Anymore","Cliff Richard","1","1"
"1980","4.19","Sweetheart","Franke & The Knockouts","1","1"
"1980","3.5","You Got It","Roy Orbison","1","1"
"1980","3.52","(You Gotta) Fight For Your Right (To Party!)","Beastie Boys","1","1"
"1980","4.23","Love Is Forever","Billy Ocean","1","1"
"1980","4.94","Don't Let It End","Styx","1","1"
"1980","4.61","So Emotional","Whitney Houston","0","1"
"1980","4.74","Who's Zoomin' Who","Aretha Franklin","1","1"
"1980","3.34","Truly","Lionel Richie","1","1"
"1980","4.21","You Send Me","The Manhattans","1","1"
"1980","4.2","Don't Answer Me","The Alan Parsons Project","1","1"
"1980","4.53","Round & Round","New Order","1","1"
"1980","4","Divided Hearts","Kim Carnes","1","1"
"1980","4.17","The Best","Tina Turner","1","1"
"1980","3.93","Get That Love","Thompson Twins","1","1"
"1980","4.26","Love Me In A Special Way","Debarge","1","1"
"1980","4.07","Nowhere To Run","Santana","0","1"
"1980","3.53","Could It Be Love","Jennifer Warnes","1","1"
"1980","3.34","Eat It","""""""Weird Al"""" Yankovic""","1","1"
"1980","5.31","Night Moves","Marilyn Martin","0","1"
"1980","4.21","Watching Over You","Glenn Medeiros","1","1"
"1980","3.84","Weapons Of Love","The Truth","1","1"
"1980","2.97","Stranger","Stephen Stills","0","1"
"1980","4.14","Don't Forget Me (When I'm Gone)","Glass Tiger","1","1"
"1980","4.32","Real Love","The Doobie Brothers","1","1"
"1980","4.7","Just One More Time","The Headpins","1","1"
"1980","4.76","I Could Be Good For You","707","0","1"
"1980","5.99","Cold Blooded","Rick James","0","1"
"1980","4.06","Don't Make Me Over","Sybil","1","1"
"1980","4.65","Notorious","Loverboy","1","1"
"1980","3.08","Seven Bridges Road","Eagles","1","1"
"1980","4.71","Hot For Teacher","Van Halen","1","1"
"1980","9.06","The Glamorous Life","Sheila E.","0","1"
"1980","7.28","Bad Times","Tavares","1","1"
"1980","4.71","Can't Put A Price On Love","The Knack","1","1"
"1980","4.28","What Love Is","Marty Balin","0","1"
"1980","4.3","Smooth Criminal","Michael Jackson","1","1"
"1980","5.15","Walking On The Chinese Wall","Philip Bailey","0","1"
"1980","4.7","Runner","Manfred Mann's Earth Band","1","1"
"1980","3.64","Voo Doo","Rachel Sweet","1","1"
"1980","4.13","Kiss You (When It's Dangerous)","Eight Seconds","0","1"
"1980","4.39","What's Too Much","Smokey Robinson","0","1"
"1980","4.19","Treasure","The Brothers Johnson","1","1"
"1980","3.98","Hungry","Winger","0","1"
"1980","5.2","Land Of La La","Stevie Wonder","0","1"
"1980","4.23","The War Song","Culture Club","1","1"
"1980","5","She's On The Left","Jeffrey Osborne","0","1"
"1980","3.61","The Fanatic","Felony","1","1"
"1980","5.09","Some Like It Hot","The Power Station","1","1"
"1980","3.45","Over You","Roxy Music","1","1"
"1980","3.76","Listen Like Thieves","INXS","1","1"
"1980","4.23","Treat Her Like A Lady","The Temptations","1","1"
"1980","4.6","Keep The Fire","Kenny Loggins","1","1"
"1980","3.98","Hot Girls In Love","Loverboy","1","1"
"1980","3.63","TUSK","Fleetwood Mac","1","1"
"1980","4.59","Street Corner","Ashford & Simpson","0","1"
"1980","7.33","Talking Out Of Turn","The Moody Blues","1","1"
"1980","4.57","My Guy/My Girl","Amii Stewart & Johnny Bristol","1","1"
"1980","3.84","I Wanna Go Back","Billy Satellite","1","1"
"1980","3.97","Nite And Day","Al B. Sure!","0","1"
"1980","3.7","Boy From New York City","The Manhattan Transfer","1","1"
"1980","3.12","Love And Rock And Roll","Greg Kihn","1","1"
"1980","4.2","I Just Can't Stop Loving You","Michael Jackson With Siedah Garrett","1","1"
"1980","4.79","Little Jackie Wants To Be A Star","Lisa Lisa And Cult Jam","0","1"
"1980","3.8","U Got The Look","Prince","1","1"
"1980","3.67","I Loved 'em Every One","T.G. Sheppard","0","1"
"1980","3.51","Like A Surgeon","""""""Weird Al"""" Yankovic""","0","1"
"1980","5.02","Nightbird","Stevie Nicks","1","1"
"1980","3.96","Mountains","Prince And The Revolution","1","1"
"1980","4.1","Someone That I Used To Love","Natalie Cole","1","1"
"1980","4.48","Hold Tight","Change","0","1"
"1980","5.43","Black And Blue","Van Halen","1","1"
"1980","6.27","Holding On","Steve Winwood","1","1"
"1980","4.24","These Dreams","Heart","1","1"
"1980","3.5","It Ain't Enough","Corey Hart","1","1"
"1980","5.04","Freedom","Wham!","1","1"
"1980","3.77","Rain On The Scarecrow","John Mellencamp","0","1"
"1980","5.9","I Get Off On It","Tony Joe White","1","1"
"1980","4.72","Close My Eyes Forever","Lita Ford (Duet With Ozzy Osbourne)","1","1"
"1980","3.46","In Your Room","The Bangles","1","1"
"1980","3.64","Breakaway","Big Pig","1","1"
"1980","3.99","Can't We Try","Dan Hill (Duet With Vonda Shepard)","0","1"
"1980","3.64","You Make My Dreams","Daryl Hall John Oates","1","1"
"1980","4.83","""On Our Own (From """"Ghostbusters II"""")""","Bobby Brown","1","1"
"1980","3.18","Angel Say No","Tommy Tutone","1","1"
"1980","3.92","Heart And Soul","The Monkees","1","1"
"1980","3.93","Midnight Blue","Lou Gramm","1","1"
"1980","4.17","Talk To Me","Stevie Nicks","1","1"
"1980","4.25","How Do You Keep The Music Playing","James Ingram And Patti Austin","1","1"
"1980","7.32","Something In My House","Dead Or Alive","1","1"
"1980","6.15","Weird Science","Oingo Boingo","1","1"
"1980","3.57","Ain't Nothin' Goin' On But The Rent","Gwen Guthrie","0","1"
"1980","3.41","Walk Like An Egyptian","The Bangles","1","1"
"1980","4.53","The Closer You Get","Alabama","1","1"
"1980","4.58","Rooms On Fire","Stevie Nicks","0","1"
"1980","3.41","Love That Got Away","Firefall","1","1"
"1980","4.5","Another Night","Aretha Franklin","1","1"
"1980","4.16","Stand By Me","Maurice White","0","1"
"1980","4.36","Tears Run Rings","Marc Almond","1","1"
"1980","4.51","The Edge Of Heaven","Wham!","0","1"
"1980","3.74","Time (Clock Of The Heart)","Culture Club","0","1"
"1980","4.47","Tasty Love","Freddie Jackson","1","1"
"1980","3.9","Dancing With The Mountains","John Denver","1","1"
"1980","3.95","Lady Down On Love","Alabama","1","1"
"1980","4.07","Remember (Walking In The Sand)","Aerosmith","0","1"
"1980","4.14","I Can't Stand It","Eric Clapton And His Band","0","1"
"1980","3.06","I'm Still Standing","Elton John","1","1"
"1980","3.73","Anyone Can See","Irene Cara","1","1"
"1980","4.38","Kiss and Tell","""Isley, Jasper, Isley""","0","1"
"1980","3.84","Smuggler's Blues","Glenn Frey","1","1"
"1980","5.62","Der Kommissar","After The Fire","1","1"
"1980","8.09","777-9311","The Time","0","1"
"1980","4.12","I Can't Help It","Andy Gibb & Olivia Newton-John","1","1"
"1980","4.26","Heart Hotels","Dan Fogelberg","1","1"
"1980","4.33","Lawyers In Love","Jackson Browne","1","1"
"1980","3.73","Crazy","Kenny Rogers","1","1"
"1980","3.52","Your Love Is Driving Me Crazy","Sammy Hagar","1","1"
"1980","3.19","Misunderstanding","Genesis","1","1"
"1980","2.6","Since I Don't Have You","Don McLean","1","1"
"1980","3.15","Fool That I Am","Rita Coolidge","1","1"
"1980","4.17","Dreamin'","Will To Power","0","1"
"1980","5.79","Cool It Now","New Edition","0","1"
"1980","4.61","Dr. Heckyll & Mr. Jive","Men At Work","1","1"
"1980","3.25","""Theme From """"Greatest American Hero"""" (Believe It or Not)""","Joey Scarbury","1","1"
"1980","4.08","Club Michelle","Eddie Money","0","1"
"1980","4.23","Lost In Love","New Edition","1","1"
"1980","3.62","I Will Follow","U2","1","1"
"1980","3.76","Beast Of Burden","Bette Midler","1","1"
"1980","5.96","Silly","Deniece Williams","1","1"
"1980","4","She Loves My Car","Ronnie Milsap","1","1"
"1980","7.08","Seasons Of Gold","Gidea Park featuring Adrian Baker","1","1"
"1980","3.92","Candy Girl","New Edition","1","1"
"1980","4.28","Frankie","Sister Sledge","1","1"
"1980","3.55","Take Another Picture","Quarterflash","1","1"
"1980","4.08","My Love","Lionel Richie","1","1"
"1980","3.41","Harlem Shuffle","The Rolling Stones","1","1"
"1980","3.19","Love The World Away","Kenny Rogers","1","1"
"1980","4.91","The Winner Takes It All","ABBA","1","1"
"1980","4.24","The Legend Of Wooley Swamp","The Charlie Daniels Band","1","1"
"1980","3.96","I Won't Stand In Your Way","Stray Cats","1","1"
"1980","4.66","Yah Mo B There","James Ingram With Michael McDonald","1","1"
"1980","4.13","Spanish Eddie","Laura Branigan","1","1"
"1980","3.22","Under The Gun","Poco","1","1"
"1980","4.51","I'll Always Love You","Taylor Dayne","1","1"
"1980","4.04","Sleeping Bag","ZZ Top","1","1"
"1980","4.23","On The Loose","Saga","1","1"
"1980","2.35","War Games","""Crosby, Stills & Nash""","1","1"
"1980","3.54","Close Enough To Perfect","Alabama","1","1"
"1980","3.9","Tender Love","Force M.D.'s","1","1"
"1980","3.87","People Are People","Depeche Mode","0","1"
"1980","4.08","Dancing In The Sheets","Shalamar","0","1"
"1980","7.29","Stereotomy","The Alan Parsons Project","0","1"
"1980","3.92","No More Words","Berlin","1","1"
"1980","3.44","Guitar Man","Elvis Presley","1","1"
"1980","2.97","Better Things","The Kinks","1","1"
"1980","3.98","How Do I Survive","Amy Holland","0","1"
"1980","4.22","Heart And Soul","Huey Lewis & The News","1","1"
"1980","3.7","No Promises","Icehouse","0","1"
"1980","3.4","""The Future's So Bright, I Gotta Wear Shades""","Timbuk 3","1","1"
"1980","4.19","New Attitude","Patti LaBelle","0","1"
"1980","3.68","More Than I Can Say","Leo Sayer","1","1"
"1980","4.55","Fire With Fire","Wild Blue","0","1"
"1980","4.87","Magic Power","Triumph","1","1"
"1980","2.91","I Knew You When","Linda Ronstadt","0","1"
"1980","4.01","The House Of The Rising Sun","Dolly Parton","0","1"
"1980","3.81","Atlanta Lady (Something About Your Love)","Marty Balin","1","1"
"1980","4.96","Touch And Go","The Cars","1","1"
"1980","3.48","He's So Shy","The Pointer Sisters","1","1"
"1980","4.09","Stick Around","Julian Lennon","1","1"
"1980","3.72","Sukiyaki","A Taste Of Honey","1","1"
"1980","3.9","Take Me With U","Prince And The Revolution Duet With Apollonia","1","1"
"1980","4.69","Girl I Am Searching For You","Stevie B","0","1"
